id,data_reclamacao,canal,texto_reclamacao,produto,status
REC-2026-00625,2025-11-13,Banco Central,"Prezados, dirijo-me a esta ouvidoria para reportar uma ocorrência grave de transação não reconhecida em minha conta. No dia 17 de março de 2026, identifiquei uma transferência via PIX no valor de R$ 4.780,00, realizada às 03h42, para um destinatário que desconheço. Não autorizei tal operação e, naquele horário, meu aparelho celular estava comigo e desligado. Solicito o bloqueio cautelar imediato, a abertura de contestação formal e o estorno do valor em questão. Caso não haja providências em 48 horas, registrarei boletim de ocorrência e acionarei o Banco Central. Aguardo protocolo de atendimento por e-mail.",,Em análise
REC-2026-00143,2025-11-13,Redes Sociais,"Solicito esclarecimento urgente sobre a aplicação em CDB que realizei no dia 02/03. O valor investido foi de R$ 45.000,00 e o rendimento apresentado no extrato não corresponde à taxa contratada de 120% do CDI. Já entrei em contato duas vezes pelo chat e não obtive retorno satisfatório. Preciso que revisem o cálculo e apresentem o extrato detalhado com os rendimentos diários. Caso não haja correção em até cinco dias úteis, irei formalizar reclamação junto ao Banco Central.",Investimentos,Em análise
REC-2026-00220,2025-11-13,SAC,"Eu, Marcelo Antônio de Freitas, estou puto da vida com esse banco. Olhei meu extrato da conta corrente hoje e tem uma cobrança de R$ 320,00 de anuidade de cartão que eu nem tenho mais. Cancelei essa porcaria em novembro do ano passado e agora vêm me cobrar anuidade? Isso é roubo, não tem outro nome. Já liguei duas vezes e nas duas o atendente me enrolou, pediu prazo e não resolveu nada. Quero meu dinheiro de volta e quero agora. Se não estornarem até sexta-feira, vou meter no Reclame Aqui, no Procon e onde mais eu puder. Tô cansado de ser feito de trouxa por banco que só sabe enfiar taxa.",Conta Corrente,Resolvida
REC-2026-00324,2025-11-14,Banco Central,"Que maravilha, hein? Entro no aplicativo do banco e descubro que fizeram um Pix de R$ 1.200,00 da minha conta para um tal de José que eu nunca vi na vida. Claro, porque a segurança do banco é de primeira, né? Top de linha. Abri uma contestação e me disseram que vão analisar em até 10 dias úteis. Dez dias úteis! Como se eu tivesse todo o tempo do mundo esperando o banco decidir se vai devolver o MEU dinheiro que saiu da MINHA conta sem a MINHA autorização. Impressionante como é fácil para os outros movimentarem meu dinheiro e tão difícil para mim ter uma resposta.",,Aberta
REC-2026-00518,2025-11-14,Ouvidoria,"Prezados, venho formalmente registrar minha insatisfação com o produto contratado junto a esta instituição. Meu nome é Cláudia Beatriz Nogueira Santos, titular da conta 63201-8. Há aproximadamente sessenta dias, solicitei a migração do meu pacote de serviços para a modalidade essencial, conforme orientação recebida em agência. Entretanto, a alteração não foi efetivada e continuo sendo tarifada pelo pacote anterior, mais oneroso. As cobranças indevidas já somam R$ 178,00. Todas as tentativas de resolução pelos canais regulares foram infrutíferas. Solicito a correção imediata do pacote contratado, o estorno integral dos valores cobrados a maior e uma manifestação formal desta instituição sobre o ocorrido. Caso não haja solução em até cinco dias úteis, encaminharei reclamação ao Banco Central.",,Resolvida
REC-2026-00549,2025-11-15,Ouvidoria,"Que droga de banco é esse, meu Deus do céu?! Tô PUTO da vida com essa situação! Meu cartão de crédito vive dando problema, toda santa vez que vou fazer uma compra online a porcaria do cartão é recusado, e não é por falta de limite não! Minha conta é 31547-9 e já reclamei umas quinhentas vezes. Fico passando vergonha nas lojas e nos sites, é uma humilhação atrás da outra. O app é uma bosta, o atendimento telefônico te deixa quarenta minutos na espera pra não resolver nada. Que inferno! Quero que resolvam essa merda de uma vez ou vou trocar de banco, porque paciência tem limite, diferente do meu cartão que parece não ter!",Cartão de Crédito,Resolvida
REC-2026-00441,2025-11-15,Redes Sociais,"PELO AMOR DE DEUS ME AJUDEM!!! Acabei de descobrir que fizeram um empréstimo de R$ 28.000,00 no meu nome sem minha autorização!! Eu NÃO solicitei nenhum empréstimo, não acessei o app, não falei com ninguém do banco!! Alguém conseguiu acessar minha conta e contratou esse empréstimo e o valor já foi transferido pra uma conta que eu não conheço!! Estou desesperado, isso é toda a minha segurança financeira comprometida!! Já fiz boletim de ocorrência e já liguei pro banco 3 vezes hoje e ninguém resolve NADA, só ficam dizendo que vão abrir protocolo! Protocolo não paga minhas contas!! Se não resolverem até amanhã vou ao Procon, ao Banco Central e vou procurar a imprensa porque isso é um ESCÂNDALO de segurança!! Como é possível alguém contratar um empréstimo desse valor sem nenhuma verificação?? Estou completamente desamparado!!",Empréstimo,Aberta
REC-2026-00431,2025-11-16,Banco Central,"Já tem mais de um mês que estou tentando cancelar a droga de um cartão de crédito adicional que eu não uso e esse banco de porcaria não cancela de jeito nenhum. Meu nome é Cláudia Beatriz dos Santos, CPF 531.628.749-02, e toda vez que ligo me enrolam com conversa de retenção, oferecem desconto na anuidade, falam que vão processar o cancelamento e no mês seguinte vem a fatura de novo. Que saco! Eu não quero desconto, eu quero CANCELAR. É meu direito. Se na próxima fatura ainda vier cobrança desse cartão, vou meter no Procon sem dó. Cansei dessa enrolação sem fim.",,Aberta
REC-2026-00514,2025-11-16,Banco Central,"Venho por meio desta relatar a dificuldade que estou enfrentando com o atendimento referente à minha conta corrente. Nos últimos trinta dias, tentei resolver uma pendência de atualização cadastral por meio dos canais disponíveis. Liguei para a central de atendimento três vezes, sendo que em duas delas fui desconectado após mais de quarenta minutos de espera. Na terceira tentativa, o atendente informou que o sistema estava fora do ar e que eu deveria tentar novamente depois. Também tentei resolver pela agência, mas fui informado de que esse tipo de alteração só poderia ser feita pelo telefone. Solicito que a instituição entre em contato comigo para resolver essa questão, pois preciso da atualização para liberar operações na minha conta.",Conta Corrente,Aberta
REC-2026-00316,2025-11-16,Ouvidoria,"oi gente, to com um probleminha aqui na minha conta corrente 😅 apareceu uma cobrança de R$ 89,90 de um tal de ""seguro residencial"" q eu nunca contratei na vida. ja é o segundo mês q vem isso no extrato e ngm me explica direito de onde saiu. tentei resolver pelo app mas n achei opção pra contestar, mandei msg pelo chat e o atendente falou q era do setor de seguros e me transferiu, aí caiu a ligação kk. sei q n é mto dinheiro mas tbm n é justo ficar pagando por algo q eu n pedi ne. se puderem dar uma olhada agradeço 👍",Conta Corrente,Resolvida
REC-2026-00164,2025-11-16,Ouvidoria,"Que maravilha, contratei um empréstimo com vocês e a experiência tem sido simplesmente encantadora. Primeiro, me ofereceram uma taxa que magicamente mudou depois que assinei o contrato. Depois, o valor das parcelas veio diferente do que foi simulado no aplicativo. Mas o melhor de tudo é que quando tento falar com alguém pra entender essas pequenas surpresas, o sistema me informa que o tempo de espera é de apenas quarenta minutos. Realmente, vocês superam todas as expectativas. Parabéns pelo serviço impecável. Estou ansioso pra descobrir qual será a próxima novidade criativa nas minhas cobranças.",Empréstimo,Resolvida
REC-2026-00389,2025-11-17,Ouvidoria,"oi pessoal, to querendo cancelar minha conta de investmentos ai do banco. ja tirei todo o dinhero e nao pretendo mais usar. tentei pelo app mas n achei a opção 😅 mandei msg no chat e o atendente ficou tentando me convencer a ficar, oferecendo taxa melhor e tal mas n quero msm. so quero encerrar logo isso pq to pagando taxa de custodia por nada ne. se puderem resolver rapido agradeço 👍",Investimentos,Aberta
REC-2026-00353,2025-11-17,Ouvidoria,"oi gente, to com um problemão aqui 😤 apareceu uma cobrança de R$ 89,90 na minha conta q eu nunca autorizei. ja tentei resolver pelo app mas n consigo achar onde contestar. liguei no sac e a moça falou q era uma tarifa de serviço mas eu nunca contratei serviço nenhum kkk. serio msm, vcs ficam cobrando coisa q ngm pediu e dps fica dificil de cancelar. quero meu dinhero de volta pq isso é cobrança indevida e eu sei dos meus direitos. se n resolverem vou ter q tomar outras providencias 😒",,Em análise
REC-2026-00391,2025-11-17,Ouvidoria,"Venho registrar esta reclamação referente à total impossibilidade de contato com o setor de investimentos desta instituição. Minha conta é a 40256-3. Possuo aplicações em CDB e fundos de renda fixa que totalizam valor superior a R$ 180 mil, e desde o dia 05/03/2026 não consigo acessar a plataforma de investimentos nem obter qualquer informação sobre a rentabilidade ou movimentação dos meus recursos. Já registrei três chamados pelo SAC sem obter retorno. Informo que já protocolei reclamação junto ao Banco Central sob o número 2026-0347821 e estou em contato com o Procon do meu estado. Caso não receba uma resposta satisfatória em até 72 horas, tomarei as medidas judiciais cabíveis e acionarei a imprensa para relatar o ocorrido.",Investimentos,Aberta
REC-2026-00402,2025-11-17,Redes Sociais,"Que maravilha, né? Recebi uma cobrança de R$ 89,90 referente a um serviço que eu nunca contratei. Liguei no SAC e a atendente disse que era uma 'taxa de manutenção de pacote premium'. Premium de quê, gente? Eu mal uso o aplicativo pra ver saldo. Mandei e-mail, abri chamado no site e até agora nada. Parece que cobrar do cliente é automático, mas devolver o dinheiro precisa de aprovação do papa. Só quero meu estorno, será que é pedir demais?",,Aberta
REC-2026-00519,2025-11-17,SAC,"Que maravilha de instituição financeira, hein? Parabéns pelo atendimento nota mil! Estou há exatamente 47 dias tentando resolver um problema simples e já perdi as contas de quantas vezes fui transferido, desconectado e ignorado. O chat do aplicativo é uma piada, responde com mensagens automáticas que não têm absolutamente nada a ver com o meu problema. Liguei para a ouvidoria e, adivinhem, mais um protocolo para a minha coleção. Já registrei reclamação no Banco Central e estou aguardando retorno. Se não resolverem em 48 horas, meu próximo passo é o Procon e um belo relato detalhado para a imprensa, porque o que vocês fazem com o consumidor é de uma incompetência que merece ser conhecida por todos. Estou realmente impressionado com a capacidade de vocês de não resolver absolutamente nada.",,Em análise
REC-2026-00312,2025-11-17,SAC,"Que maravilha, né? Abro meu extrato da conta corrente 48213-7 e descubro que alguém fez uma transferência de R$ 350,00 pra um tal de Pix que eu nunca autorizei. Adorei a surpresa! Liguei pro banco e me disseram pra aguardar análise em até 10 dias úteis. Dez dias! Como se eu tivesse todo o tempo do mundo pra ficar esperando alguém devolver meu dinheiro. Pelo menos o café da manhã tá garantido, porque o almoço já era. Enfim, fico no aguardo da boa vontade de vocês em verificar essa transação não reconhecida na minha conta. Seria ótimo se pudessem resolver antes do Natal do ano que vem.",Conta Corrente,Aberta
REC-2026-00298,2025-11-18,Ouvidoria,"Estou PUTO DA VIDA com o atendimento do Banco Cristal sobre meu empréstimo pessoal. Fiz uma simulação pelo app, aprovaram o crédito, assinei o contrato digital e disseram que o valor cairia em 24 horas. Já se passaram 11 dias úteis e NADA. Ligo pro SAC e cada atendente fala uma coisa diferente. Um diz que está em análise, outro diz que já foi liberado, outro diz que tem pendência. Que merda de banco é esse que não sabe nem informar o status de uma operação? Peguei esse empréstimo pra pagar uma dívida que está gerando juros todo dia e agora estou no prejuízo por causa dessa incompetência. Quero uma resposta concreta HOJE ou vou procurar meus direitos.",Empréstimo,Aberta
